L,R,F,M,C
999,68,12,11387,0.721557039
764,35,16,10384,0.79125
750,71,10,10600,0.775079245
661,112,10,11387,0.7214850270000001
2205,116,10,14952,0.549446228
2941,92,7,15252,0.53862182
1600,9,6,9478,0.8667208270000001
1537,25,6,11714,0.701232713
432,104,6,12082,0.6798294979999999
2560,144,8,11298,0.726995928
520,14,11,16212,0.506632741
3306,101,9,10982,0.747902932
449,5,12,12655,0.6490169889999999
2069,256,12,10198,0.805358894
2129,361,7,10429,0.787482021
1891,286,9,12321,0.666539242
2531,5,7,5931,1.3844258980000002
1762,231,8,10747,0.763885736
822,539,8,12657,0.648483053
1618,229,10,11014,0.745181587
941,60,7,15776,0.5202243910000001
2781,224,6,9510,0.8627802309999999
2534,68,7,14539,0.5642857139999999
1246,39,9,15604,0.525770956
1849,240,3,11448,0.71661775
1307,347,7,5469,1.5
817,354,4,16930,0.484548139
588,20,9,13473,0.608839902
1903,157,14,14238,0.5761083020000001
2537,538,7,8830,0.9289241220000001
2869,185,7,10189,0.805008342
1092,187,9,8312,0.9867179979999999
2147,19,10,14902,0.550354986
2138,14,10,10995,0.745872669
1870,17,11,10369,0.7908515770000001
2911,464,4,8877,0.923679171
904,85,8,14254,0.575222394
638,179,9,16243,0.5047817520000001
2155,129,4,5751,1.4256911840000002
1228,85,6,17414,0.470809119
2570,272,5,9648,0.849745025
496,68,8,10549,0.7771333779999999
572,414,8,10328,0.79375
767,438,6,11050,0.741886878
1878,56,7,11853,0.691618156
715,337,5,12443,0.6587559270000001
3147,34,6,8847,0.926483554
2403,401,5,10436,0.785310464
2778,63,5,10282,0.7970686640000001
1974,195,11,14717,0.556841748
2177,250,10,13408,0.611172434
690,176,16,10574,0.7749555509999999
1511,691,3,7554,1.0847498009999998
931,67,14,12465,0.657346169
1420,591,3,7929,1.033333333
678,513,4,10572,0.775
686,496,4,10572,0.775
1222,178,9,12614,0.649515618
614,111,7,10375,0.789673253
1408,42,12,11538,0.7100442020000001
806,117,11,17175,0.476980495
806,33,12,13023,0.629013284
2152,101,5,10275,0.7972379559999999
2368,134,7,15736,0.520559227
969,9,9,11966,0.684550393
588,145,8,9218,0.8885354740000001
435,144,9,13155,0.622608894
860,189,11,12488,0.655852819
2507,187,11,11067,0.740053312
2049,27,11,11536,0.7099384540000001
2738,78,14,11400,0.718368421
934,63,12,15894,0.5152510379999999
866,219,8,10489,0.7807226620000001
1447,57,8,11976,0.68375
454,149,8,15623,0.5241323689999999
872,78,10,19910,0.41127523899999996
3177,44,6,9177,0.8921880790000001
671,129,9,12376,0.661540886
2296,30,10,10275,0.7968
1869,1,11,13967,0.586135892
1048,30,3,11269,0.7264397909999999
1024,178,20,12140,0.674308896
1732,197,7,16285,0.502673626
795,407,11,10651,0.768519388
1421,38,9,13833,0.591725584
461,273,8,9504,0.86125
2131,120,7,11748,0.696711781
633,105,10,11860,0.690125632
815,16,13,11420,0.716712785
606,199,7,11570,0.707356958
659,134,6,9573,0.8548929279999999
817,124,6,12727,0.643025851
1442,44,12,11943,0.685220631
1569,8,8,10907,0.750266801
650,3,7,10453,0.7828250259999999
2335,63,6,11802,0.693333333
883,19,16,10454,0.782624833
2123,186,10,11185,0.731427805
3304,52,10,14232,0.574809584
898,28,7,14830,0.5516264329999999
675,41,7,10137,0.8070020720000001
822,246,10,8807,0.928835018
3046,184,7,9665,0.846338334
417,187,7,8852,0.9240273379999999
933,143,12,10108,0.809151167
888,106,10,13436,0.608707205
661,196,9,9093,0.8994215329999999
858,176,9,12292,0.665316466
1342,145,7,11847,0.690288681
1172,118,10,11290,0.724323295
906,339,7,9620,0.850031185
803,108,33,12440,0.6573159160000001
452,7,11,13529,0.604402395
584,240,4,10402,0.7860892140000001
2582,179,11,13815,0.59188346
682,148,7,9994,0.8181699020000001
1973,419,7,14429,0.566681683
732,148,12,14131,0.578523105
3240,37,9,18785,0.435170615
1468,74,14,13234,0.6176741729999999
1389,285,6,10396,0.7862908809999999
1724,326,8,9540,0.85682914
674,156,9,12548,0.651405802
736,527,6,13452,0.607567648
841,159,8,13614,0.600279859
892,25,8,10602,0.7707734390000001
2644,127,9,9556,0.855138133
1280,156,8,11374,0.718360295
1420,425,5,13186,0.619566207
1281,61,5,9689,0.8431200329999999
2740,26,8,16071,0.508286977
1752,74,22,13315,0.613492302
2531,41,11,14072,0.580466885
2165,107,7,10586,0.7715879459999999
1486,218,7,8928,0.914622536
972,258,4,11844,0.689422492
485,192,4,14142,0.577382973
426,160,10,11400,0.716250877
553,149,8,11415,0.715217696
693,582,6,11759,0.694293732
2255,367,6,11338,0.7200211679999999
737,226,8,10994,0.742546844
1162,562,3,9584,0.851732053
2854,81,10,14159,0.5765216470000001
749,62,6,11943,0.683432136
2202,109,9,15903,0.513246557
2321,22,6,12268,0.665174438
1949,43,8,10372,0.7866853070000001
2113,6,8,10472,0.779165393
1230,6,11,15653,0.5212591839999999
2373,51,11,10019,0.8143766840000001
801,1,9,10286,0.79323741
1264,119,8,11096,0.7353280459999999
2318,113,8,14551,0.560725036
3306,45,14,8754,0.9320379259999999
968,291,22,12419,0.6568515979999999
1650,102,10,11458,0.711806598
1666,5,19,15338,0.531736863
1475,18,10,12469,0.6540781139999999
1957,292,9,10281,0.7932448209999999
3349,224,16,15922,0.51219696
1298,4,8,13037,0.625509703
1030,170,28,11222,0.726672607
555,165,9,9235,0.8829464
368,24,12,11402,0.715089458
552,331,7,12643,0.644819268
2387,125,15,9931,0.82086094
1281,90,7,5517,1.477520392
1032,88,9,12058,0.6760208990000001
2363,340,5,12650,0.6443754939999999
2881,177,10,13790,0.591091371
2134,299,7,10221,0.79743078
527,112,10,14738,0.5530051570000001
3314,153,7,13349,0.6104876770000001
3194,231,11,13729,0.593583655
567,38,9,13023,0.625729863
1380,102,8,9807,0.830912613
586,517,6,8631,0.9440852740000001
593,34,10,15096,0.539766163
1220,178,7,10512,0.7751369859999999
2849,6,12,11887,0.6854546979999999
629,356,8,12787,0.6371705639999999
375,75,9,10738,0.758679456
1105,160,10,13445,0.60592116
942,121,7,11118,0.732739701
513,187,9,13160,0.619039514
482,160,13,11155,0.7303003140000001
441,54,11,10685,0.7624164720000001
1178,174,8,11307,0.7204651990000001
2679,15,11,12050,0.676039834
1687,537,7,14332,0.568385431
834,203,6,9590,0.8493680920000001
1193,60,4,11320,0.7195556540000001
3209,202,5,12625,0.64509703
1305,179,12,10060,0.809545726
2533,118,20,14253,0.57132744
414,61,6,9087,0.896054804
2153,199,9,13704,0.594112668
950,87,9,9797,0.831030928
1542,51,8,10181,0.7996719379999999
988,426,4,10699,0.760954295
662,144,12,11729,0.6941094720000001
1968,353,10,11200,0.7268928570000001
1568,40,11,11057,0.7362521479999999
985,110,11,12470,0.652800321
1082,76,9,12982,0.6270443689999999
2220,36,11,15150,0.5372693070000001
1236,135,8,10695,0.761016363
563,42,10,17841,0.45619303899999997
3149,43,9,11769,0.6915226440000001
1230,213,11,14818,0.549217843
592,139,12,11148,0.73
1299,232,6,9094,0.8947899709999999
852,262,7,12612,0.645171265
1469,76,5,6837,1.190020477
3133,110,9,13485,0.603323693
2456,104,3,5456,1.4911418619999999
877,7,9,15318,0.531111111
1256,172,8,12109,0.671849038
1140,86,11,15294,0.531917092
677,9,8,10882,0.74749127
2421,102,8,9342,0.8706101479999999
1175,13,7,9669,0.841149033
642,114,10,7986,1.018367142
368,12,10,9484,0.857483129
806,116,4,15344,0.53
1537,6,15,13508,0.601973645
679,93,10,12836,0.6334792770000001
1625,51,6,10260,0.79247271
2217,31,14,14195,0.57274956
3260,153,11,12566,0.6469871079999999
2329,4,3,5656,1.43740099
2754,24,7,11692,0.695321587
950,18,8,11079,0.7337295779999999
3398,226,14,12805,0.634808278
1272,97,5,11924,0.68167729
2507,361,10,8905,0.9126726559999999
1032,25,5,5764,1.41
920,625,5,11610,0.7
732,277,5,10802,0.752351416
1171,8,8,14245,0.570465426
3193,110,7,13549,0.5997579160000001
834,265,6,8275,0.981960121
614,31,10,10360,0.784301158
1218,222,8,11045,0.7356269809999999
2720,274,12,18164,0.447239595
2380,167,4,5498,1.477475446
954,7,10,10988,0.739265562
2308,250,8,13966,0.581626808
483,146,9,9831,0.826253687
1432,166,4,10688,0.76
587,31,13,14260,0.5696136039999999
688,6,8,11939,0.680276405
593,107,8,15010,0.54098934
1012,138,7,9564,0.8490286490000001
1165,17,7,10729,0.756828223
1238,80,8,12647,0.642009963
684,535,6,9166,0.8857298709999999
1042,59,6,10803,0.751507914
718,52,8,12155,0.667839572
408,185,6,11388,0.712816122
1000,83,8,9507,0.8538340170000001
535,38,17,12020,0.67530782
840,197,8,11235,0.722407655
370,19,12,10541,0.769947823
2066,45,3,5573,1.456235421
1422,197,9,9621,0.8435121090000001
1490,169,8,10915,0.743499771
1433,11,5,13544,0.599134672
2205,146,6,14771,0.549342631
2266,46,8,14508,0.559278329
2402,348,8,9958,0.814772043
2588,115,15,13015,0.623376104
3112,89,11,17030,0.476396359
2200,5,8,10177,0.7971877759999999
532,114,7,12786,0.634512748
592,215,5,10190,0.796154073
1612,201,11,10832,0.7489595640000001
832,529,9,15043,0.5392308720000001
665,14,11,13457,0.602739095
808,208,8,8250,0.9831563640000001
710,275,7,13967,0.580715257
2666,6,7,9859,0.822660513
1204,448,8,13472,0.602026425
869,329,12,11424,0.70991334
1843,572,9,10336,0.784578173
437,12,11,12953,0.625980854
2174,6,6,5639,1.4378666430000002
1911,11,11,9812,0.826337138
395,117,11,11797,0.687250996
2780,10,6,13063,0.620630789
985,171,17,15346,0.528297276
1354,8,16,10195,0.7952103970000001
1320,185,10,9703,0.835490055
3134,99,10,10301,0.7869663140000001
1409,133,9,9829,0.824698342
566,79,9,13254,0.611556511
673,61,19,13223,0.612978144
2698,215,7,8386,0.966496542
1206,44,5,12254,0.661390566
986,5,6,9904,0.818261309
2765,155,5,9835,0.8240000000000001
485,100,12,8629,0.939135473
2176,65,16,11884,0.6818773140000001
2472,45,12,13332,0.6077685270000001
1185,25,7,12576,0.644295483
1558,83,10,13982,0.579478615
1652,51,11,14212,0.570041514
2029,56,7,9850,0.822431472
465,59,4,11572,0.7
2902,232,4,8308,0.975
670,11,8,9759,0.8299948770000001
1124,538,6,6414,1.2627845340000001
1623,121,9,13664,0.592707114
849,621,4,10798,0.75
1808,10,16,12538,0.645911629
1957,235,8,9278,0.872858375
1375,58,11,9759,0.829830925
1607,25,6,11574,0.6996880940000001
1346,416,8,12314,0.657625467
1994,150,6,13355,0.60636316
1832,146,8,11857,0.6829653370000001
1829,12,9,11334,0.714402682
673,135,6,11644,0.695345242
2336,71,8,13105,0.61777871
938,66,12,10473,0.772978134
1465,215,7,11712,0.69119877
2907,68,9,13684,0.591560216
1285,140,6,10455,0.7741922529999999
3105,28,10,12167,0.665237939
740,16,8,12630,0.640830562
2130,310,6,11077,0.730671662
1932,79,6,11987,0.675126387
599,96,6,10300,0.785665049
2230,90,6,12534,0.6455840110000001
394,25,11,12940,0.625324575
2366,94,5,9028,0.896279353
547,79,13,17504,0.46224577200000005
1110,146,10,12348,0.655225948
2283,70,12,9036,0.895385126
1154,2,13,10153,0.796858072
3129,159,10,14534,0.55664098
379,131,2,15048,0.537595029
618,185,9,10544,0.767176593
1011,138,8,11950,0.676886192
912,206,7,9485,0.8527622559999999
2118,74,10,10654,0.759190914
2478,570,7,13169,0.614200015
1511,128,4,11930,0.677984912
467,12,8,8764,0.9228560020000001
1449,428,10,12446,0.649823236
1292,73,10,11523,0.701869305
370,93,7,12511,0.646331229
650,418,5,8887,0.9098458420000001
2866,254,7,10928,0.739889275
408,262,6,11802,0.685
520,61,7,9049,0.8933837990000001
1804,650,8,12342,0.6549910870000001
1271,177,8,8913,0.906907887
924,19,10,15216,0.531199395
609,63,8,8846,0.9136841509999999
3337,44,10,11312,0.7144943420000001
1976,134,6,13380,0.604016442
636,2,14,12432,0.650053089
2462,23,16,12347,0.654478011
1151,74,10,16064,0.5029818229999999
2304,299,12,8280,0.975833333
1304,574,9,9628,0.839141047
2828,394,13,13598,0.5941388439999999
3370,37,9,14881,0.542892279
704,66,7,10599,0.7621898290000001
430,243,7,12763,0.632953851
1144,102,11,12221,0.661020375
932,593,8,20852,0.387394495
2807,126,4,10075,0.801668486
2385,426,7,14690,0.5498025870000001
713,412,12,9270,0.8712405609999999
871,73,16,10408,0.775938701
773,262,9,15395,0.524574212
3309,186,6,9749,0.8283105959999999
2365,184,6,9676,0.834558702
1401,674,3,9690,0.833333333
397,86,5,8583,0.9408004190000001
549,250,5,15916,0.5073121389999999
3286,207,5,7554,1.0686894359999999
1152,80,9,10538,0.7660258109999999
2185,157,7,10243,0.7880845459999999
512,97,9,10359,0.779236413
1968,15,4,11209,0.72014185
783,15,4,11209,0.72014185
768,208,9,12086,0.6678818470000001
655,117,8,12262,0.658223781
406,225,6,11912,0.677528543
624,88,12,13457,0.5997280229999999
2598,30,10,13433,0.6007809129999999
2109,402,9,11257,0.7169050370000001
968,386,8,13126,0.614802682
709,171,5,13626,0.592200205
688,504,10,11113,0.726100063
512,22,14,11177,0.7219370140000001
2744,164,4,11606,0.695247286
803,87,11,10656,0.7571875
732,8,10,12413,0.649705953
1961,82,5,9835,0.82
706,557,7,13769,0.585714286
715,350,8,15736,0.5125
756,211,13,12697,0.635165
2193,92,7,10804,0.746400407
769,303,11,10975,0.734640547
814,172,11,15424,0.522673755
477,11,6,11544,0.6983419959999999
642,208,2,9060,0.889701987
843,111,8,7480,1.077612299
2668,197,3,5498,1.4660003640000001
1633,136,12,10346,0.779047941
1910,94,15,12571,0.641157426
603,90,11,11385,0.707837505
871,536,5,9153,0.880427182
1081,314,5,8285,0.972649366
664,346,7,14632,0.55072444
2904,109,15,12480,0.645644231
1635,181,9,11852,0.679829565
951,61,4,7670,1.050461538
3125,557,11,9684,0.8319909129999999
2475,148,8,11261,0.715461327
1217,8,7,7025,1.146760142
2117,14,10,13286,0.6063435189999999
1372,14,12,10922,0.737541659
583,22,11,9979,0.8072381999999999
643,251,3,10671,0.7548823920000001
993,24,17,16786,0.47985583200000004
2335,177,9,13611,0.5917801779999999
569,98,5,7749,1.039359917
1770,104,8,12674,0.63546552
1694,69,10,13833,0.582173064
994,111,10,9062,0.8886040609999999
709,157,11,13421,0.599965725
1003,160,13,19384,0.415399298
2497,14,17,11399,0.706315466
2551,80,10,15265,0.527420242
2885,15,9,13364,0.602263544
1481,379,7,10617,0.758081379
1002,371,8,20787,0.38714340700000005
583,184,8,9770,0.823692938
2527,593,9,10087,0.7977941909999999
994,214,8,10767,0.747299155
441,136,10,6234,1.290577478
1082,279,8,10180,0.790229862
744,25,9,12558,0.640584488
470,82,8,13052,0.616323169
413,42,10,12076,0.666125373
646,238,5,10584,0.760015117
1427,257,12,13219,0.608499887
2668,314,7,12622,0.6372167639999999
463,164,4,11288,0.7125
1133,263,11,11578,0.6946536529999999
834,119,15,13675,0.588130165
1088,75,6,11917,0.674875388
2230,203,3,12659,0.635317166
1093,75,8,10541,0.762883028
767,286,4,6665,1.206507127
827,89,8,10481,0.767228318
912,108,9,9776,0.822543985
723,98,5,5982,1.3442276830000002
588,179,11,12941,0.621296654
692,101,10,12777,0.629223605
664,84,10,16666,0.482374895
2374,34,8,12214,0.658198788
415,133,12,9797,0.8205767070000001
943,8,8,9438,0.8517758
1554,10,14,9794,0.820732081
2185,181,6,11485,0.699881585
1787,81,5,12764,0.629743811
2314,1,5,5848,1.374490424
692,17,11,10096,0.7960816159999999
1164,88,7,10964,0.7330280920000001
1012,285,4,11469,0.7007454879999999
549,48,11,12239,0.656638614
425,99,16,10474,0.767212144
2464,67,7,13501,0.595198133
3059,27,13,9744,0.824620279
1419,4,12,16417,0.48943107799999996
1112,206,4,10572,0.76
2174,101,8,10973,0.7322190829999999
1537,62,6,9847,0.815932771
937,14,4,7186,1.1180754240000002
2485,139,8,13560,0.5925
833,4,11,11510,0.6980260640000001
504,206,9,12132,0.662222222
415,46,5,10847,0.7406508709999999
1712,15,11,13489,0.595507451
719,14,6,11376,0.7060970459999999
787,100,6,10754,0.7469202159999999
747,15,17,13257,0.6058603
1410,37,10,13327,0.602671269
1204,303,8,10464,0.7675
1859,62,11,10292,0.7803118929999999
1550,178,14,14253,0.563452606
823,238,9,8734,0.9194870620000001
1357,200,6,9987,0.80408431
2568,58,6,13042,0.615713848
2413,138,14,10105,0.794666007
448,32,15,9565,0.839501307
1099,445,9,13545,0.592816537
2664,149,8,8814,0.911014295
855,71,9,12703,0.632096355
1928,154,9,10654,0.753656843
1246,189,8,10740,0.747595903
566,28,7,10792,0.743978873
1919,122,6,9260,0.867033477
1390,147,7,10524,0.76281642
670,5,5,8168,0.98252571
522,1,9,9419,0.852027816
403,194,11,10148,0.7907449740000001
1005,117,4,5432,1.477201767
2342,505,6,10933,0.7338790820000001
785,170,19,11622,0.6903708479999999
2671,213,13,15380,0.521644993
3087,199,8,8994,0.8919913279999999
1385,153,7,9742,0.8234766990000001
615,511,7,8197,0.978571429
2395,281,9,15397,0.520952134
1117,105,17,9597,0.835777847
2328,26,7,11535,0.69535674
596,217,11,11180,0.717423971
1079,43,6,10686,0.7505165640000001
969,671,4,10390,0.771819057
1491,544,7,8439,0.950248845
1628,51,9,13154,0.60959328
1211,159,11,19120,0.419340481
966,1,8,10931,0.733422377
3138,81,9,10367,0.773290248
1430,23,9,9985,0.802864296
839,466,9,9205,0.870896252
2963,650,2,5344,1.5
599,248,9,14301,0.560441228
443,142,4,12752,0.628500627
1795,2,2,5684,1.41
1816,142,9,9162,0.874685658
2805,171,5,9635,0.831694862
763,361,6,9605,0.834279021
1111,283,6,13670,0.586184345
1698,94,9,10846,0.738784805
2047,98,10,12604,0.6356950170000001
675,601,7,10170,0.7877531959999999
811,46,6,8676,0.923333333
2136,38,7,9082,0.8819577190000001
895,61,13,8633,0.927775976
2847,148,17,14121,0.56718646
2019,198,7,11071,0.723396261
922,134,7,11901,0.672916562
2426,95,6,12806,0.625343589
638,311,6,13420,0.596706408
1266,159,9,10413,0.768988764
619,18,14,9362,0.855277718
1589,38,14,10722,0.7467216940000001
438,164,6,15022,0.532943683
1227,450,9,8268,0.968287373
3278,256,9,11898,0.672793747
1596,222,10,16968,0.47176331899999996
1328,34,10,11815,0.677503174
3390,372,6,7832,1.022025026
576,34,11,10787,0.742029295
1148,28,6,10243,0.781397052
712,103,8,10709,0.7473639
2160,115,5,8863,0.903019294
2467,420,5,10670,0.75
2282,112,10,9343,0.856495772
2772,109,9,9813,0.8154713140000001
1735,14,12,14501,0.55182815
563,163,10,12740,0.628076138
882,33,10,10186,0.7855016690000001
854,23,7,20440,0.391428571
1647,98,9,8103,0.987338023
382,1,14,9963,0.802923818
964,431,13,9707,0.82408056
1840,85,9,10938,0.731293655
442,155,7,12553,0.637201466
737,1,14,11766,0.679809621
571,245,12,11750,0.6807234040000001
1039,82,9,18029,0.443619169
713,514,7,8967,0.891937103
846,105,4,9616,0.831728369
2681,2,4,12293,0.650532824
2004,178,11,11088,0.72122114
1838,193,9,10500,0.7615514290000001
2741,4,12,14084,0.567720108
750,159,10,10591,0.7548767820000001
1647,100,25,12610,0.633958763
426,7,7,9100,0.878440659
449,49,5,11860,0.674
1294,111,5,8530,0.937053927
1254,114,9,9435,0.847171171
3141,147,9,11795,0.677652395
1286,125,6,13426,0.5953284670000001
549,23,13,11273,0.709027765
872,162,8,10521,0.759614105
565,12,8,10481,0.762497853
956,549,5,11161,0.71601111
771,111,3,10947,0.73
2213,39,8,10433,0.7659474740000001
980,616,4,11472,0.696556834
578,20,22,15113,0.528734864
2433,13,9,15996,0.499516129
2455,32,10,13059,0.611729841
395,48,5,8551,0.934220559
1019,81,11,14776,0.540628722
381,240,11,10874,0.7345870879999999
1264,130,14,11983,0.666554285
929,84,16,11298,0.706926005
2594,102,8,9164,0.871540812
1385,1,11,13127,0.608215129
533,32,9,12287,0.649781883
1173,10,10,9469,0.843081635
1673,160,5,10850,0.7357281109999999
1904,21,11,13406,0.595440101
1639,172,8,11660,0.6845051459999999
747,578,8,11200,0.7125
2831,596,9,11838,0.6740496709999999
1660,279,10,9993,0.798488942
1448,247,5,9011,0.885479969
823,15,10,13214,0.603824731
987,1,11,13469,0.5923580070000001
592,186,4,10129,0.7876522859999999
1203,258,3,9690,0.823333333
3049,9,9,17120,0.465996495
658,457,6,11304,0.705697098
629,59,8,10676,0.747125328
2634,112,9,11720,0.6804931740000001
1077,8,15,12081,0.660156444
616,33,8,10313,0.7733288079999999
1403,286,3,15417,0.517305572
1146,501,7,7111,1.121487836
1678,74,8,12143,0.656720744
668,138,8,8235,0.968323012
830,118,8,17341,0.45982354
428,26,10,11006,0.724489369
455,360,13,9745,0.818188815
1198,30,4,10339,0.771167424
1287,471,5,8603,0.926781355
1005,69,8,9369,0.8510043759999999
779,418,6,12588,0.6333333329999999
2489,134,8,13958,0.571099011
1456,39,13,13876,0.5744486879999999
2516,106,7,10249,0.777691482
419,27,13,18739,0.425338065
544,276,12,11102,0.717922897
2199,18,8,10456,0.762231255
1736,230,8,8149,0.9779813470000001
3020,109,13,11887,0.670404644
417,50,9,9526,0.8365064040000001
919,447,5,11959,0.666309892
622,18,9,11006,0.723862439
